"","Renovate1","EatIn1","FeeNo","Prewar1","Dining1","Dishwasher1","Marble1","HighCeiling1","Hardwood1","Deck1","Elevator1","LaundryNone","Cat1"
"61069",0,1,1,0,1,1,1,0,1,0,0,0,1
"61070",0,0,0,0,0,0,0,0,0,0,0,1,1
"61076",0,0,1,0,0,0,0,0,0,0,0,1,0
"61081",1,0,0,0,1,0,0,0,1,0,1,0,1
"61082",1,1,0,0,0,0,1,1,1,0,1,0,1
"61088",0,0,1,0,0,1,1,1,1,0,0,0,0
"61090",0,0,1,0,0,0,0,0,1,0,1,1,0
"61091",0,1,1,1,1,1,1,1,0,0,1,0,1
"61093",1,0,0,0,1,1,0,0,1,0,0,1,1
"61099",0,0,1,0,1,1,0,0,0,0,1,0,0
"61102",1,1,0,0,0,0,1,0,1,0,0,0,1
"61104",0,0,1,0,1,1,0,0,1,1,1,0,1
"61105",0,0,0,1,0,0,0,0,0,0,0,1,1
"61111",1,0,0,0,0,0,0,1,0,0,0,1,1
"61114",0,0,0,0,0,0,0,0,0,0,0,1,1
"61118",1,1,1,0,0,1,0,0,1,0,1,0,0
"61120",0,0,0,0,0,1,0,0,1,0,1,0,0
"61121",1,0,0,0,0,0,0,0,0,0,0,0,0
"61122",0,0,0,0,0,0,0,0,0,0,0,1,0
"61128",0,0,0,0,0,0,0,0,0,0,0,1,0
"61130",0,0,0,1,1,1,0,0,1,0,0,1,1
"61134",1,0,1,0,1,1,1,0,1,1,1,0,0
"61136",0,0,0,0,0,1,0,0,0,0,1,1,1
"61137",1,1,1,0,1,1,0,1,1,0,1,0,0
"61138",0,1,1,0,0,0,0,0,1,0,1,0,0
"61139",1,1,0,1,0,0,0,0,1,0,0,1,1
"61141",0,0,1,1,0,1,0,0,1,0,0,0,0
"61143",0,0,1,0,1,1,0,0,1,0,1,1,0
"61144",0,1,1,1,0,1,0,0,1,0,1,0,1
"61146",0,0,0,0,0,0,0,0,0,0,0,1,1
"61147",1,1,1,0,0,0,0,0,1,0,1,0,1
"61150",1,1,0,0,0,0,1,1,1,0,1,0,1
"61151",1,1,0,1,0,1,0,1,1,0,0,1,0
"61153",0,1,1,0,0,1,1,0,1,1,1,0,1
"61154",1,0,0,0,1,1,0,0,1,1,1,0,1
"61155",0,0,0,0,0,0,0,0,0,0,0,1,0
"61158",0,0,1,0,1,1,0,0,1,1,1,0,0
"61160",1,1,0,0,0,1,1,0,1,1,1,1,1
"61165",0,0,1,1,0,0,0,0,1,0,1,0,0
"61166",1,0,1,1,0,0,0,0,1,0,1,0,0
"61171",0,0,1,0,0,1,0,0,1,1,1,0,0
"61180",0,1,0,0,0,0,0,0,1,0,0,1,1
"61183",0,1,1,0,0,0,0,0,0,0,0,1,1
"61185",0,1,0,0,0,0,0,0,0,1,1,0,0
"61190",1,1,1,1,0,0,0,0,0,0,0,1,1
"61196",1,1,0,0,0,0,0,0,0,0,0,1,0
"61197",1,1,1,1,0,1,0,0,1,1,1,0,1
"61201",0,1,1,1,0,1,0,0,0,1,0,0,1
"61202",0,0,0,0,0,0,0,0,1,0,0,0,0
"61207",1,1,1,0,0,0,0,0,0,0,0,0,1
"61209",0,0,0,0,0,0,0,0,0,0,0,1,1
"61211",0,1,0,1,0,0,0,0,1,0,0,1,1
"61215",0,1,0,0,0,1,0,0,1,0,1,1,0
"61219",0,1,0,0,0,1,0,0,0,0,0,1,0
"61220",0,0,0,0,0,0,0,0,0,0,0,1,0
"61221",1,1,0,0,0,1,0,0,1,0,0,1,1
"61227",1,1,1,0,0,1,0,0,1,1,1,0,0
"61229",0,0,0,0,0,0,0,0,0,1,1,0,0
"61230",0,1,0,0,0,0,0,0,0,0,0,1,1
"61232",1,1,0,1,0,1,0,1,1,1,1,0,0
"61234",0,0,0,0,0,1,0,0,1,1,1,0,1
"61235",0,1,0,0,0,1,1,1,1,0,0,0,1
"61236",0,1,0,0,0,0,0,0,0,0,0,1,0
"61238",0,1,1,0,0,1,0,0,1,1,0,0,0
"61239",0,0,1,0,1,1,0,0,1,0,1,0,0
"61240",0,0,1,0,0,0,0,0,1,0,1,0,1
"61246",1,1,0,0,1,1,0,0,0,0,1,1,0
"61248",0,1,1,0,0,0,0,0,0,0,1,0,1
"61249",0,1,0,0,0,1,1,0,1,0,0,1,0
"61252",0,1,0,0,0,1,0,0,1,0,1,1,0
"61253",0,0,0,1,0,1,0,1,0,0,0,1,0
"61254",1,1,1,1,0,1,0,0,1,0,1,0,0
"61255",0,0,0,0,0,0,0,0,0,0,0,1,0
"61256",0,0,0,0,0,0,0,0,0,0,1,1,1
"61259",0,0,0,0,0,0,0,0,1,0,0,1,0
"61262",0,0,0,0,0,0,0,0,0,0,0,0,1
"61264",0,0,1,1,1,1,0,0,0,0,1,0,1
"61265",0,0,0,0,0,0,0,0,0,0,1,1,1
"61272",0,1,0,0,0,1,0,0,1,0,1,0,0
"61275",0,1,1,1,0,1,0,1,1,1,1,0,1
"61277",0,0,0,0,0,0,0,0,0,0,0,1,0
"61280",0,1,0,0,0,0,0,0,1,0,0,1,0
"61282",1,0,1,0,0,0,0,0,0,0,0,1,1
"61284",0,0,0,0,0,0,0,0,0,0,0,1,0
"61286",1,1,1,1,0,1,1,0,1,0,0,0,0
"61289",0,0,0,1,0,0,0,0,0,0,1,1,1
"61291",0,1,1,1,0,1,0,0,1,0,1,0,0
"61292",1,0,0,0,0,1,0,0,0,0,1,1,1
"61293",0,0,1,0,0,1,0,0,1,1,1,0,0
"61296",0,0,0,1,0,1,0,0,0,0,1,1,1
"61298",0,1,0,0,0,0,0,0,0,0,1,0,1
"61299",1,1,1,1,0,0,0,0,0,0,0,1,1
"61304",1,1,1,1,0,1,0,0,1,1,1,0,1
"61313",0,0,0,0,0,0,0,0,1,0,1,1,0
"61314",0,1,1,1,0,1,0,0,1,0,0,1,1
"61315",0,1,0,0,0,0,0,0,0,0,1,1,0
"61318",1,1,1,0,1,1,0,0,1,0,1,1,0
"61323",0,1,1,0,1,1,0,0,0,1,1,0,1
"61325",1,1,1,1,1,1,1,0,1,1,1,1,0
"61327",1,1,1,0,0,0,0,0,1,0,1,0,1
"61328",1,1,0,0,0,1,1,0,1,1,1,0,0
"61329",1,1,0,0,0,1,0,0,1,0,1,1,1
"61334",0,1,1,0,1,0,1,0,0,1,1,0,1
"61337",1,0,1,0,0,1,0,0,1,1,1,0,1
"61339",0,0,0,0,0,0,0,0,0,0,1,1,1
"61340",0,0,0,1,0,1,0,0,1,1,1,0,1
"61341",1,0,1,1,0,1,0,0,1,1,1,0,1
"61342",0,1,0,1,0,0,0,0,0,0,0,0,1
"61343",0,0,0,0,0,1,0,0,0,0,0,1,0
"61345",0,0,1,0,0,0,0,0,0,1,0,1,1
"61350",0,0,0,0,0,0,0,0,1,0,1,1,0
"61354",1,1,1,0,0,0,0,0,0,0,1,0,0
"61357",1,1,1,0,0,0,0,0,1,0,1,0,1
"61359",0,0,0,1,0,1,0,0,1,0,0,1,1
"61364",1,1,0,0,0,1,0,0,1,0,1,0,0
"61365",0,1,0,1,0,0,0,1,1,0,0,1,1
"61366",1,0,0,0,0,0,0,0,0,0,0,0,1
"61367",0,0,0,0,1,1,0,0,1,0,1,0,1
"61368",0,1,1,0,1,1,0,0,1,1,1,0,0
"61370",0,1,0,0,1,1,0,0,0,1,1,1,1
"61374",0,1,0,0,0,1,0,0,1,0,1,1,0
"61388",0,1,1,1,1,1,0,0,1,1,1,0,1
"61393",1,1,1,0,0,0,0,0,1,1,1,0,1
"61394",0,0,1,0,0,0,0,0,0,1,0,1,0
"61396",0,0,0,1,0,0,1,0,1,0,0,1,0
"61404",0,0,1,0,1,0,0,0,1,0,1,0,0
"61405",0,0,1,0,0,0,0,0,0,0,0,1,1
"61406",1,1,1,1,0,1,1,0,1,0,0,0,1
"61409",1,1,1,0,1,0,0,0,1,0,0,0,0
"61410",0,1,0,1,0,0,0,0,1,0,0,1,1
"61411",0,0,0,0,0,0,0,0,0,0,0,1,0
"61414",1,1,1,0,0,1,0,0,1,1,1,0,1
"61416",0,0,0,0,0,0,0,0,0,0,0,1,0
"61421",0,0,0,1,0,1,0,0,1,0,1,0,0
"61423",0,0,0,0,0,0,0,0,0,0,0,1,1
"61424",0,1,1,1,0,1,0,0,1,0,0,0,1
"61430",0,1,1,0,0,0,0,0,0,0,0,1,0
"61433",0,1,0,0,1,0,0,1,1,1,1,0,1
"61434",1,0,0,1,0,0,0,0,1,0,0,1,0
"61437",0,0,1,1,0,0,0,0,0,0,1,0,1
"61438",0,0,1,0,1,1,0,0,1,0,1,1,0
"61442",0,1,0,0,0,0,1,0,1,0,1,0,0
"61444",1,1,1,0,0,1,1,1,1,0,0,0,0
"61445",0,0,0,0,0,0,0,0,0,0,0,1,1
"61446",1,1,1,0,0,1,0,0,1,1,1,0,1
"61447",1,1,0,1,0,1,1,0,1,0,0,1,1
"61449",0,1,0,0,0,0,0,1,1,0,0,0,0
"61453",1,0,0,1,1,1,0,0,1,0,1,1,0
"61455",0,1,1,0,0,1,0,0,1,0,1,0,1
"61462",0,0,0,0,0,0,0,0,0,0,0,1,0
"61468",1,1,0,0,0,1,0,0,1,0,0,1,0
"61472",0,0,0,0,0,0,0,0,0,1,1,1,1
"61474",1,0,0,1,0,1,0,1,0,1,1,0,1
"61475",0,1,1,1,0,1,0,0,1,0,1,0,1
"61476",0,0,0,0,0,0,0,0,0,0,0,1,1
"61478",0,0,0,0,0,0,0,0,0,0,0,1,0
"61480",0,1,0,0,0,0,0,0,1,0,0,1,1
"61483",1,1,1,0,0,1,1,0,0,1,1,1,1
"61487",0,1,1,1,1,1,0,0,1,1,1,0,0
"61488",0,0,1,0,0,0,0,0,0,0,1,0,0
"61491",0,0,0,0,1,1,0,0,1,0,1,0,0
"61494",0,0,1,1,0,1,0,0,1,0,1,0,1
"61498",0,0,0,1,0,0,0,0,0,0,0,1,1
"61500",0,0,0,0,0,0,0,0,0,0,1,0,0
"61503",1,0,1,0,0,0,0,0,1,0,1,0,1
"61505",0,1,0,0,0,0,0,0,1,0,0,0,0
"61507",1,1,0,1,0,0,0,0,1,0,1,0,0
"61509",0,1,0,1,0,0,0,0,0,0,0,1,1
"61510",0,1,0,0,0,0,0,0,0,0,1,1,1
"61511",0,0,1,0,0,1,0,0,1,0,1,0,0
"61512",0,0,0,0,0,0,0,0,0,0,0,0,0
"61517",0,0,0,1,0,0,0,0,0,0,0,1,1
"61518",0,0,1,1,1,1,0,0,1,0,1,0,0
"61520",0,0,1,0,0,1,0,0,1,1,1,0,0
"61521",0,1,1,0,1,1,0,0,1,1,1,1,1
"61522",1,1,1,0,0,1,0,1,1,1,1,0,1
"61525",0,1,0,0,0,0,1,1,0,0,1,0,1
"61526",1,0,0,0,1,1,0,0,1,0,1,0,0
"61528",0,1,1,0,1,1,0,0,1,1,1,0,1
"61531",0,0,1,0,0,1,0,0,1,0,0,0,0
"61532",0,1,1,1,0,1,0,0,0,0,1,1,0
"61535",1,1,0,1,0,1,0,0,0,0,1,0,0
"61536",1,0,0,1,0,0,0,0,0,0,0,0,0
"61537",0,0,0,0,0,0,0,0,0,0,0,0,0
"61538",1,0,1,1,0,1,0,0,1,1,1,0,0
"61542",0,0,0,1,0,0,0,0,0,0,0,1,0
"61543",0,0,1,1,0,0,0,0,0,0,0,1,1
"61544",0,0,1,0,0,1,0,0,1,0,1,0,0
"61546",1,1,1,1,0,0,0,1,1,0,0,1,0
"61547",0,0,0,0,0,0,0,0,1,0,0,1,1
"61549",0,1,0,0,1,1,0,1,1,0,1,0,0
"61550",0,0,0,0,0,0,0,0,1,0,1,1,1
"61557",0,1,1,0,0,0,0,0,1,0,0,1,1
"61558",0,1,0,0,0,1,0,0,0,0,0,0,0
"61568",0,1,1,0,1,1,0,0,1,1,1,0,1
"61570",0,0,0,0,0,0,0,0,0,0,0,1,1
"61572",0,0,0,1,0,0,0,0,0,0,1,0,0
"61576",1,0,0,0,0,0,0,1,1,0,0,1,1
"61580",0,1,1,0,0,0,0,0,0,1,1,1,1
"61581",0,0,1,1,0,0,0,0,0,0,1,0,1
"61583",0,1,1,0,0,1,0,0,1,1,1,0,1
"61584",0,0,0,0,0,0,0,0,0,0,1,0,1
"61585",1,1,0,0,1,1,0,0,1,0,1,0,0
"61586",0,1,0,0,0,0,0,0,0,0,1,1,1
"61589",0,1,0,0,0,1,0,0,1,0,0,1,0
"61591",0,1,0,0,0,0,0,1,1,0,0,1,1
"61595",0,0,0,0,1,0,0,0,0,0,1,1,0
"61599",0,0,0,0,0,1,0,0,1,0,0,1,0
"61601",0,0,0,0,0,0,0,0,0,0,0,1,0
"61602",0,1,0,0,1,1,0,0,1,0,0,0,1
"61605",0,1,0,1,0,1,1,0,1,0,1,0,0
"61609",1,1,0,1,1,1,1,0,1,1,1,0,1
"61615",0,0,0,0,0,0,0,0,0,0,1,1,1
"61616",0,1,0,0,0,0,0,0,0,0,0,1,1
"61626",0,0,1,1,0,1,0,0,1,0,1,0,1
"61627",0,1,0,1,0,0,1,0,1,0,0,1,1
"61633",0,0,1,0,0,1,0,1,1,1,1,0,0
"61635",0,1,0,1,0,1,0,0,1,0,0,1,0
"61646",0,0,1,0,0,0,0,0,1,0,1,0,0
"61647",0,1,0,0,0,0,0,1,1,0,1,0,0
"61651",0,1,0,0,0,0,0,0,0,0,1,1,1
"61656",1,1,1,0,1,1,0,0,1,0,1,0,0
"61657",0,0,0,0,0,0,0,0,0,0,0,1,1
"61658",0,0,0,1,0,0,0,0,0,0,1,0,1
"61664",0,1,0,0,0,1,0,0,1,0,1,0,0
"61665",0,0,1,0,0,0,0,0,0,0,1,1,1
"61668",0,0,1,0,0,1,0,0,1,1,1,0,0
"61669",0,1,1,0,0,1,0,0,0,0,0,0,0
"61672",0,1,0,0,1,1,0,0,1,0,0,0,0
"61673",0,1,0,1,1,1,0,0,1,0,0,0,0
"61674",0,0,1,0,0,1,0,0,0,0,1,0,0
"61675",0,1,0,1,0,1,0,1,1,0,1,0,0
"61677",0,1,0,1,0,0,0,0,1,0,0,1,1
"61679",1,0,1,0,0,0,0,0,0,0,0,1,1
"61682",0,1,1,1,1,1,1,0,1,0,1,0,1
"61683",0,0,0,0,0,0,0,0,0,0,1,1,1
"61684",1,0,1,0,0,0,1,1,1,1,1,0,0
"61685",0,1,0,0,1,1,1,0,0,0,0,1,0
"61686",0,1,1,1,1,0,0,0,1,0,0,1,0
"61688",1,0,0,0,0,0,0,0,1,0,0,1,1
"61689",1,0,0,0,0,0,0,0,1,0,0,1,0
"61693",0,0,0,0,0,0,0,0,1,0,0,1,1
"61697",1,1,0,1,0,0,0,0,1,0,0,1,1
"61703",0,0,0,1,1,1,0,0,1,0,1,0,0
"61705",1,0,1,0,1,1,0,0,1,1,1,0,1
"61707",1,1,1,0,0,1,0,0,1,0,1,1,0
"61708",0,0,0,0,0,0,0,0,1,0,1,0,1
"61709",0,0,0,0,0,0,0,0,1,0,1,1,1
"61720",0,0,0,0,0,0,0,0,0,0,0,1,0
"61721",0,1,0,0,0,0,0,1,0,0,0,1,1
"61726",0,1,1,1,0,1,0,0,1,1,1,0,1
"61730",1,1,1,0,0,0,0,0,1,0,1,0,1
"61731",1,1,1,0,0,1,0,1,1,0,1,0,0
"61734",0,1,1,0,1,1,0,0,1,1,1,0,0
"61736",0,0,0,0,0,0,0,0,0,0,1,1,1
"61739",1,1,0,1,0,0,0,0,1,0,1,0,0
"61741",0,0,0,0,0,0,0,0,1,0,0,1,0
"61743",0,0,0,0,0,0,0,0,0,0,0,1,0
"61745",1,0,0,0,1,0,0,0,1,0,1,1,0
"61748",0,1,0,1,0,0,0,0,1,0,1,0,0
"61749",0,1,1,0,0,0,0,0,0,0,1,0,0
"61751",0,0,1,0,0,0,0,0,0,0,1,1,0
"61752",0,1,1,0,1,1,0,0,1,1,1,0,1
"61758",0,0,1,0,0,1,0,0,1,0,0,0,1
"61764",0,0,0,1,0,0,0,1,1,0,0,1,1
"61770",0,1,0,0,0,0,0,1,1,0,1,1,0
"61771",0,1,0,0,1,1,0,0,1,0,1,1,0
"61773",0,0,1,0,0,0,0,0,0,1,1,0,1
"61776",0,1,0,0,1,1,0,0,1,0,1,0,0
"61778",1,0,1,0,0,1,0,0,1,0,1,0,0
"61781",0,0,0,0,0,0,0,0,0,0,0,1,0
"61785",1,0,0,0,0,0,1,0,1,0,1,0,0
"61786",0,0,0,1,1,1,0,0,1,1,1,0,1
"61789",0,0,1,1,0,1,0,0,1,1,1,0,1
"61790",1,1,1,0,1,1,1,1,1,0,1,0,1
"61791",1,1,0,0,1,1,0,0,1,0,1,0,0
"61792",1,1,0,0,0,0,1,0,1,0,1,0,0
"61795",1,1,0,0,1,0,0,1,0,1,1,1,0
"61798",1,1,1,1,0,1,0,0,1,0,1,0,0
"61800",0,1,1,1,0,0,0,0,1,1,0,0,1
"61802",0,0,1,0,0,0,0,0,0,0,0,1,1
"61804",1,1,0,1,0,0,0,0,1,1,0,0,1
"61813",1,1,0,1,0,0,0,0,1,0,1,1,1
"61815",0,1,0,0,0,0,0,0,0,1,0,1,1
"61817",0,1,1,0,0,1,0,1,1,0,1,0,0
"61819",0,0,0,1,0,0,0,0,1,0,0,0,1
"61826",1,0,1,0,0,0,0,0,0,0,0,0,0
"61828",0,1,0,1,0,1,0,0,1,0,0,1,0
"61829",0,0,0,1,0,0,0,0,0,0,0,1,0
"61830",0,0,0,0,0,0,0,0,0,1,1,0,0
"61832",0,1,0,0,1,1,0,1,0,0,1,0,0
"61836",0,0,1,1,0,1,0,0,1,0,1,0,0
"61841",0,0,0,0,0,0,0,0,0,0,1,0,0
"61842",0,0,1,0,0,1,0,0,1,0,1,1,0
"61845",1,0,0,0,0,0,0,0,0,0,1,1,1
"61846",0,0,0,0,0,0,0,0,0,0,1,1,1
"61848",1,0,1,0,1,1,1,0,1,1,1,0,0
"61849",0,0,0,1,0,0,0,0,0,0,0,1,1
"61855",1,0,0,0,0,0,0,0,0,0,0,1,0
"61859",1,1,0,1,0,1,0,0,0,0,0,1,1
"61860",0,0,0,0,0,0,0,0,0,0,0,1,1
"61861",0,0,0,0,1,1,0,0,1,0,1,0,0
"61864",1,1,1,0,0,1,0,0,1,0,0,0,1
"61868",1,0,0,0,0,1,0,1,1,0,0,1,1
"61872",0,1,1,0,1,1,0,0,1,1,0,0,0
"61874",0,1,1,0,0,0,0,0,0,0,0,1,1
"61876",1,1,0,0,0,0,1,1,1,0,1,0,1
"61879",1,1,0,1,0,0,0,0,0,1,1,0,0
"61882",0,1,0,0,1,1,0,0,0,0,0,1,1
"61884",0,0,0,0,0,0,0,0,1,0,0,1,0
"61886",0,1,1,0,0,0,0,0,0,0,1,1,0
"61887",1,0,1,0,0,1,0,1,1,0,1,0,1
"61889",1,0,0,0,0,0,0,0,0,1,1,0,0
"61892",0,1,1,1,0,1,0,0,1,0,1,0,0
"61893",0,0,0,0,0,0,0,0,0,0,0,1,0
"61895",0,1,1,0,1,1,1,0,1,0,1,0,1
"61896",1,1,0,0,1,1,1,1,1,0,1,0,0
"61897",0,0,0,0,0,0,0,0,0,0,0,1,0
"61898",1,0,0,0,0,1,1,0,0,0,1,0,0
"61900",0,0,0,0,0,1,0,1,1,0,1,1,0
"61901",0,0,1,0,0,1,0,1,1,1,1,0,1
"61902",0,0,1,0,0,1,0,0,0,0,1,1,1
"61904",1,0,0,0,0,1,0,0,0,1,0,1,1
"61906",0,1,1,1,0,1,0,0,1,0,0,0,0
"61908",1,1,1,0,1,1,0,0,1,1,1,0,0
"61909",1,1,0,0,0,0,0,0,0,0,0,1,1
"61916",0,0,0,1,0,1,0,0,1,0,1,0,1
"61917",0,1,1,0,1,1,0,0,1,0,1,1,1
"61920",1,1,0,0,0,1,0,1,1,0,1,0,1
"61922",0,0,1,0,0,0,0,0,1,0,0,1,0
"61923",1,1,1,0,1,1,0,0,1,1,1,0,0
"61925",0,1,1,0,0,0,0,0,0,0,0,1,1
"61928",1,1,0,0,0,1,0,0,1,0,1,0,0
"61929",0,1,0,1,0,1,1,1,1,0,0,1,1
"61932",0,0,0,0,0,0,0,0,0,0,1,1,1
"61933",0,0,1,1,1,1,0,0,1,1,1,0,1
"61934",1,0,1,0,0,0,0,0,0,1,1,0,1
"61935",0,1,1,0,1,1,0,0,1,0,1,0,1
"61941",1,0,0,0,0,0,0,0,1,0,1,0,0
"61942",0,0,0,0,0,0,0,0,0,0,0,1,0
"61943",1,1,0,0,0,0,0,0,0,0,0,1,0
"61944",1,1,0,0,0,0,0,1,1,0,0,1,1
"61946",1,1,1,0,0,1,1,0,1,0,1,0,0
"61950",1,0,1,0,0,1,0,1,1,1,1,0,1
"61951",1,0,0,1,0,1,1,0,0,0,0,0,1
"61952",1,1,0,1,0,1,0,0,1,0,0,1,0
"61958",0,1,1,0,0,1,1,0,1,0,1,0,1
"61961",0,0,0,0,1,1,0,0,1,0,0,0,0
"61963",1,1,1,0,0,1,0,0,1,1,1,0,1
"61964",0,1,0,1,1,0,1,1,1,0,0,1,0
"61965",0,0,0,0,0,0,0,0,0,0,1,0,0
"61966",0,0,1,1,0,0,0,1,1,0,1,0,0
"61968",1,1,0,0,0,0,1,1,1,0,1,0,1
"61969",1,1,0,0,1,0,0,1,1,0,0,1,0
"61976",0,1,0,0,1,1,1,0,1,0,1,0,0
"61977",0,0,1,0,1,1,0,0,1,0,1,0,1
"61978",0,0,0,0,0,0,0,0,0,0,0,1,0
"61985",0,1,1,1,0,1,1,0,1,1,1,0,0
"61987",0,0,1,1,0,1,0,0,1,0,0,0,1
"61990",1,1,1,0,1,1,1,0,1,1,1,0,1
"61991",0,0,0,0,1,1,1,0,1,0,1,0,0
"61992",0,1,1,0,0,0,0,0,1,0,0,1,0
"61993",1,1,1,1,1,1,0,0,1,1,1,0,0
"61997",0,1,0,1,0,0,0,0,0,1,1,0,1
"61998",1,1,1,0,0,1,1,0,1,0,0,0,0
"62001",1,1,0,0,0,1,0,0,1,0,0,1,1
"62005",1,1,1,0,0,1,0,0,1,0,1,1,0
"62006",0,0,0,0,0,0,0,0,0,0,0,1,1
"62009",0,0,0,0,0,0,0,0,0,0,0,1,1
"62012",0,1,0,1,0,0,0,0,0,0,0,1,1
"62013",0,1,0,0,0,0,1,0,1,0,0,1,0
"62014",1,1,0,0,0,0,1,0,1,0,0,1,0
"62015",0,0,1,0,1,1,1,0,1,0,1,0,0
"62016",0,0,0,0,0,0,0,0,0,0,0,1,1
"62020",1,0,1,0,0,1,0,0,1,1,1,0,1
"62021",0,1,0,0,0,0,0,1,1,0,1,0,1
"62023",0,0,0,1,0,0,0,0,1,0,1,0,0
"62030",1,1,1,0,0,1,1,0,1,0,1,0,1
"62031",0,0,0,0,0,0,0,0,0,0,1,1,0
"62032",1,1,1,0,0,1,0,0,1,0,1,0,0
"62035",0,0,1,0,1,1,0,0,1,1,1,0,0
"62037",0,1,0,1,0,1,0,0,0,0,0,1,1
"62039",0,1,1,0,0,0,0,0,0,0,1,0,1
"62041",0,1,0,0,0,0,0,0,0,0,1,1,1
"62045",0,1,1,0,0,1,1,0,1,0,1,1,1
"62047",1,1,1,1,0,1,1,0,1,0,0,0,1
"62049",0,1,0,0,0,0,0,0,0,0,0,1,1
"62051",1,1,0,0,0,1,0,0,1,0,1,0,0
"62053",1,1,1,0,0,1,0,0,1,1,1,0,0
"62054",0,1,1,0,0,1,1,0,1,0,1,0,1
"62055",0,1,1,0,0,1,0,0,1,0,0,1,0
"62058",0,0,0,1,0,0,0,0,0,0,1,0,1
"62066",0,1,0,1,0,1,0,1,0,0,1,1,1
"62068",1,1,0,0,1,1,0,0,0,0,1,0,1
"62070",0,0,1,0,0,0,0,0,0,0,0,1,1
"62072",0,1,0,0,0,0,0,0,0,0,1,1,0
"62075",0,1,0,0,0,0,0,0,1,0,0,0,1
"62082",1,0,1,1,0,1,0,0,0,0,0,1,1
"62083",1,1,1,1,0,1,1,0,1,0,0,0,0
"62087",0,1,0,0,0,1,0,0,0,0,1,0,0
"62091",1,1,0,0,0,0,0,1,1,0,0,1,1
"62092",1,1,0,0,1,1,0,0,1,0,0,1,0
"62105",0,0,0,0,0,0,0,0,0,0,0,1,0
"62106",0,1,1,1,0,0,0,0,1,0,0,1,1
"62108",0,0,0,1,0,0,0,1,0,0,0,1,1
"62109",0,0,0,0,0,0,0,0,0,0,1,1,0
"62117",0,0,0,0,0,1,0,0,0,0,1,0,1
"62119",0,1,1,0,0,1,0,0,1,0,1,0,0
"62121",0,0,1,1,1,1,0,0,1,0,1,0,0
"62128",0,0,0,0,0,0,0,0,0,1,1,1,0
"62129",0,0,0,0,0,0,0,0,1,0,0,1,0
"62132",0,0,1,0,0,1,0,0,0,0,1,0,1
"62138",1,1,0,0,1,1,0,0,0,0,1,0,1
"62139",0,1,0,0,0,0,0,0,0,0,1,1,0
"62140",0,0,1,1,0,1,0,0,1,1,1,0,1
"62148",0,0,0,0,0,0,0,0,1,0,0,1,0
"62149",0,0,1,0,0,1,0,0,1,1,1,0,0
"62151",0,0,0,0,0,0,0,0,1,0,0,1,1
"62162",1,0,0,0,1,1,0,0,1,0,1,1,1
"62165",0,0,1,0,1,1,0,0,1,1,1,0,0
"62168",1,1,0,0,0,1,0,0,1,0,0,0,0
"62169",1,1,0,1,1,1,0,1,0,0,0,0,0
"62173",0,0,1,0,0,1,0,1,1,1,0,0,0
"62174",0,0,1,0,0,1,0,0,0,0,0,1,0
"62176",0,1,1,1,0,1,0,0,1,0,1,0,1
"62179",1,1,1,0,0,1,0,0,1,1,1,0,1
"62181",1,1,0,0,0,1,0,0,0,0,1,0,0
"62187",0,1,1,0,0,0,0,1,1,0,0,1,0
"62191",0,0,0,0,0,1,0,0,0,0,1,1,1
"62192",1,0,0,0,1,1,0,0,1,1,1,0,1
"62193",0,0,1,0,0,0,0,0,0,1,1,0,0
"62194",0,0,0,1,0,0,1,0,0,0,0,1,0
"62195",0,0,1,0,0,1,0,0,1,0,0,0,0
"62196",0,1,1,0,0,0,0,0,0,0,0,0,0
"62198",0,0,0,0,0,0,0,0,0,0,1,1,0
"62199",1,1,1,1,0,1,1,0,1,1,0,0,0
"62201",1,1,0,0,0,1,0,0,1,0,1,1,0
"62203",1,1,0,0,0,1,1,1,0,0,0,1,1
"62205",0,0,0,1,0,0,0,0,0,0,0,1,1
"62214",0,0,0,1,0,0,0,0,0,0,0,1,1
"62216",1,1,0,0,0,0,0,0,0,0,1,0,0
"62217",1,1,0,0,0,0,0,0,0,0,1,1,0
"62219",0,0,0,0,0,0,0,0,1,0,1,1,0
"62220",1,0,1,0,0,1,0,0,1,1,1,0,1
"62222",0,1,0,1,0,1,0,0,0,1,0,0,0
"62226",0,0,1,0,0,0,0,0,1,0,0,0,0
"62232",0,1,1,1,0,1,0,1,1,0,1,0,1
"62233",0,0,0,0,0,0,0,1,0,0,1,1,1
"62241",1,1,0,1,0,1,0,1,1,0,1,1,1
"62242",0,1,0,1,0,0,0,0,1,0,0,1,1
"62245",0,0,0,0,0,0,0,0,0,0,0,1,0
"62249",1,1,0,1,1,1,1,0,1,0,0,0,0
"62255",0,1,1,0,0,1,0,0,1,0,1,0,1
"62257",0,1,0,1,0,0,1,0,1,0,1,1,0
"62260",1,1,0,0,0,0,0,0,1,0,0,1,0
"62262",1,1,0,0,0,0,0,1,0,0,1,0,0
"62264",0,0,0,1,0,0,0,0,0,0,0,1,0
"62265",0,0,0,0,1,1,0,0,1,0,1,1,0
"62266",0,1,0,1,0,0,0,0,1,0,0,0,1
"62269",0,0,0,0,0,0,0,0,1,0,1,0,0
"62270",0,1,0,0,0,0,0,0,1,1,1,0,1
"62273",0,1,0,0,0,1,1,0,1,0,0,1,0
"62276",1,1,0,0,1,1,1,0,1,1,1,0,0
